Date,Price
2018-08-10,100.722163
2018-08-11,91.865928
2018-08-12,93.486748
2018-08-13,93.477297
2018-08-14,88.403162
2018-08-15,84.016971
2018-08-16,89.837600
2018-08-17,91.150120
2018-08-18,99.600712
2018-08-19,98.354380
2018-08-20,98.604702
2018-08-21,93.624897
2018-08-22,94.893001
2018-08-23,90.228294
2018-08-24,90.080721
2018-08-25,93.770617
2018-08-26,92.520408
2018-08-27,95.075734
2018-08-28,104.426274
2018-08-29,107.483969
2018-08-30,103.554497
2018-08-31,102.580822
2018-09-01,116.227543
2018-09-02,121.272933
2018-09-03,121.173692
2018-09-04,135.447459
2018-09-05,137.817448
2018-09-06,114.805451
2018-09-07,117.722241
2018-09-08,112.177281
2018-09-09,104.373088
2018-09-10,106.105042
2018-09-11,105.890544
2018-09-12,105.753098
2018-09-13,104.628687
2018-09-14,112.120657
2018-09-15,117.207133
2018-09-16,119.498320
2018-09-17,117.196181
2018-09-18,107.291021
2018-09-19,112.544618
2018-09-20,109.736499
2018-09-21,115.926371
2018-09-22,123.607474
2018-09-23,122.365761
2018-09-24,122.591330
2018-09-25,115.088256
2018-09-26,116.285853
2018-09-27,115.184814
2018-09-28,118.741834
2018-09-29,117.093508
2018-09-30,114.780299
2018-10-01,115.776379
2018-10-02,114.638941
2018-10-03,116.712741
2018-10-04,114.656654
2018-10-05,114.444619
2018-10-06,114.994691
2018-10-07,115.166249
2018-10-08,113.503828
2018-10-09,114.315498
2018-10-10,113.377064
2018-10-11,114.231161
2018-10-12,102.412000
2018-10-13,102.383855
2018-10-14,104.694535
2018-10-15,100.552667
2018-10-16,106.305663
2018-10-17,107.453442
2018-10-18,105.824372
2018-10-19,103.017052
2018-10-20,104.389492
2018-10-21,104.214018
2018-10-22,104.653195
2018-10-23,105.637333
2018-10-24,106.981154
2018-10-25,105.351745
2018-10-26,105.159909
2018-10-27,103.484258
2018-10-28,102.656116
2018-10-29,102.095722
2018-10-30,99.310265
2018-10-31,102.089575
2018-11-01,103.128879
2018-11-02,103.769680
2018-11-03,106.161733
2018-11-04,107.148259
2018-11-05,113.039253
2018-11-06,110.632664
2018-11-07,112.733333
2018-11-08,111.595665
2018-11-09,109.482871
2018-11-10,107.432761
2018-11-11,104.808064
2018-11-12,106.110412
2018-11-13,105.670735
2018-11-14,105.685298
2018-11-15,93.528314
2018-11-16,90.770366
2018-11-17,89.155888
2018-11-18,89.830538
2018-11-19,90.517179
2018-11-20,74.450661
2018-11-21,67.404528
2018-11-22,70.123022
2018-11-23,66.626929
2018-11-24,67.680460
2018-11-25,60.073881
2018-11-26,58.569696
2018-11-27,54.571480
2018-11-28,57.683432
2018-11-29,63.335326
2018-11-30,61.632294
2018-12-01,58.379342
2018-12-02,59.968405
2018-12-03,59.757850
2018-12-04,55.576109
2018-12-05,57.415492
2018-12-06,52.797003
2018-12-07,46.906965
2018-12-08,46.268739
2018-12-09,45.280773
2018-12-10,47.223264
2018-12-11,43.882787
2018-12-12,42.335014
2018-12-13,43.319541
2018-12-14,40.703980
2018-12-15,38.631698
2018-12-16,38.386890
2018-12-17,38.873119
2018-12-18,42.890860
2018-12-19,45.369600
2018-12-20,44.689688
2018-12-21,53.996844
2018-12-22,50.979646
2018-12-23,50.329057
2018-12-24,51.956453
2018-12-25,55.588559
2018-12-26,49.674721
2018-12-27,48.610349
2018-12-28,44.367084
2018-12-29,49.308263
2018-12-30,49.128399
2018-12-31,48.082240
2019-01-01,46.508451
2019-01-02,48.061984
2019-01-03,51.394223
2019-01-04,49.626496
2019-01-05,50.583558
2019-01-06,49.878504
2019-01-07,54.365108
2019-01-08,52.682850
2019-01-09,52.646322
2019-01-10,51.917345
2019-01-11,45.142132
2019-01-12,45.766229
2019-01-13,45.189459
2019-01-14,43.186131
2019-01-15,45.675400
2019-01-16,44.929729
2019-01-17,45.987457
2019-01-18,45.092026
2019-01-19,44.394546
2019-01-20,45.501915
2019-01-21,43.793191
2019-01-22,43.800927
2019-01-23,45.373415
2019-01-24,44.457208
2019-01-25,45.177141
2019-01-26,46.102993
2019-01-27,45.166282
2019-01-28,45.896298
2019-01-29,43.287609
2019-01-30,42.808730
2019-01-31,43.638222
2019-02-01,43.059682
2019-02-02,42.920229
2019-02-03,42.731577
2019-02-04,42.529612
2019-02-05,42.851739
2019-02-06,42.919239
2019-02-07,42.969840
2019-02-08,42.906005
2019-02-09,47.484949
2019-02-10,47.457759
2019-02-11,48.887524
2019-02-12,46.986834
2019-02-13,48.048081
2019-02-14,48.429452
2019-02-15,46.377051
2019-02-16,46.778095
2019-02-17,46.463041
2019-02-18,47.288733
2019-02-19,49.882059
2019-02-20,50.686112
2019-02-21,50.171004
2019-02-22,49.337030
2019-02-23,51.442795
2019-02-24,52.753949
2019-02-25,47.978899
2019-02-26,48.884513
2019-02-27,48.334246
2019-02-28,49.093147
2019-03-01,47.822332
2019-03-02,49.199584
2019-03-03,48.505581
2019-03-04,48.735553
2019-03-05,47.103405
2019-03-06,48.819833
2019-03-07,48.896639
2019-03-08,49.445908
2019-03-09,48.245250
2019-03-10,48.446164
2019-03-11,48.662191
2019-03-12,48.940881
2019-03-13,49.781346
2019-03-14,50.151496
2019-03-15,50.860616
2019-03-16,50.944932
2019-03-17,53.309823
2019-03-18,51.995029
2019-03-19,52.057664
2019-03-20,52.698693
2019-03-21,54.695945
2019-03-22,52.752496
2019-03-23,52.659120
2019-03-24,52.843694
2019-03-25,52.931914
2019-03-26,51.800596
2019-03-27,52.126064
2019-03-28,53.218894
2019-03-29,52.694414
2019-03-30,53.796032
2019-03-31,54.038808
2019-04-01,56.118866
2019-04-02,60.526528
2019-04-03,68.554418
2019-04-04,66.511451
2019-04-05,63.865259
2019-04-06,68.316114
2019-04-07,68.172102
2019-04-08,69.684918
2019-04-09,71.530247
2019-04-10,69.080451
2019-04-11,71.761517
2019-04-12,67.256726
2019-04-13,67.529995
2019-04-14,66.677600
2019-04-15,67.624000
2019-04-16,65.451567
2019-04-17,69.917477
2019-04-18,68.411389
2019-04-19,69.890610
2019-04-20,69.417013
2019-04-21,70.718007
2019-04-22,69.899940
2019-04-23,69.487732
2019-04-24,70.279469
2019-04-25,68.654547
2019-04-26,61.952554
2019-04-27,63.046794
2019-04-28,62.980642
2019-04-29,61.989979
2019-04-30,60.841204
2019-05-01,61.677771
2019-05-02,64.542124
2019-05-03,64.336203
2019-05-04,66.171858
2019-05-05,67.213104
2019-05-06,66.389884
2019-05-07,66.610068
2019-05-08,65.998130
2019-05-09,67.463622
2019-05-10,65.865449
2019-05-11,69.068635
2019-05-12,80.342386
2019-05-13,77.675196
2019-05-14,75.690755
2019-05-15,83.003350
2019-05-16,96.179732
2019-05-17,87.101829
2019-05-18,83.081919
2019-05-19,81.568062
2019-05-20,92.997057
2019-05-21,87.277041
2019-05-22,88.897476
2019-05-23,84.900640
2019-05-24,86.239582
2019-05-25,87.576679
2019-05-26,87.764080
2019-05-27,98.313453
2019-05-28,100.814950
2019-05-29,96.238268
2019-05-30,94.148157
2019-05-31,93.756986
2019-06-01,95.414312
2019-06-02,93.953966
2019-06-03,97.648267
2019-06-04,93.661431
2019-06-05,85.918870
2019-06-06,90.186007
2019-06-07,88.239953
2019-06-08,99.209346
2019-06-09,89.216742
2019-06-10,85.408742
2019-06-11,87.790427
2019-06-12,88.175294
2019-06-13,90.867208
2019-06-14,90.523501
2019-06-15,91.383171
2019-06-16,94.648642
2019-06-17,95.714914
2019-06-18,97.431761
2019-06-19,96.592225
2019-06-20,100.702082
2019-06-21,106.071639
2019-06-22,107.544995
2019-06-23,112.447125
2019-06-24,113.872593
2019-06-25,115.838055
2019-06-26,113.013209
2019-06-27,107.853172
2019-06-28,99.863875
2019-06-29,105.851286
2019-06-30,103.762890
2019-07-01,93.833503
2019-07-02,93.014412
2019-07-03,89.327480
2019-07-04,91.844983
2019-07-05,89.816842
2019-07-06,90.062821
2019-07-07,95.705910
2019-07-08,107.058972
2019-07-09,100.838894
2019-07-10,99.002285
2019-07-11,95.141767
2019-07-12,89.520165
2019-07-13,96.264272
2019-07-14,93.201441
2019-07-15,86.078084
2019-07-16,90.012641
2019-07-17,75.986000
2019-07-18,76.973178
2019-07-19,83.841340
2019-07-20,81.984116
2019-07-21,84.680031
2019-07-22,83.712006
2019-07-23,83.417417
2019-07-24,80.844323
2019-07-25,80.539499
2019-07-26,80.461609
2019-07-27,79.737061
2019-07-28,78.713546
2019-07-29,79.694807
2019-07-30,78.349934
2019-07-31,78.310224
2019-08-01,80.689173
2019-08-02,81.694257
2019-08-03,83.651526
2019-08-04,86.582846
2019-08-05,86.176541
2019-08-06,91.993661
2019-08-07,89.508550
2019-08-08,95.741226
2019-08-09,94.661454
2019-08-10,92.860445
2019-08-11,90.605916
2019-08-12,91.313976
2019-08-13,90.184575
2019-08-14,84.999820
2019-08-15,78.499160
2019-08-16,82.656060
2019-08-17,82.306251
2019-08-18,82.209215
2019-08-19,87.026088
2019-08-20,89.676513
2019-08-21,85.892471
2019-08-22,80.844142
2019-08-23,81.992052
2019-08-24,82.194624
